# feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label
-1.383189549709626043e+00,-1.368531646445486416e+00,-2.493231425754207642e+00,1.763547178488428013e+00,1.809687352340796807e+00,-1.234818029869877876e+00,1.716097136401630197e+00,-2.175270015457891226e+00,3.684040219495989810e-01,2.085145236387098699e-01,2.000000000000000000e+00
-1.207087406784723704e+00,-3.715047584844591855e-01,-2.480198386738978300e+00,-4.425778499291205925e+00,-5.405321102121112276e+00,5.264935105774946056e-01,3.022273889570169736e+00,2.873021948806212755e+00,2.264985303066510802e+00,1.408094273941490115e+00,3.000000000000000000e+00
2.981067731682550681e-01,4.657720454031220036e-01,-5.355803788089287254e-01,3.724522056740706133e-01,-1.133259045950270272e+00,2.265079387192849403e+00,5.469055230742453588e+00,-2.883934761930221136e+00,1.576843181624281609e+00,-1.068966651781390276e+00,1.000000000000000000e+00
7.109119841565136877e-02,-1.890060814966964209e+00,4.755324825897357943e-01,-2.168358560755557773e-01,3.352104766415287873e+00,-5.795918475173444939e-02,-2.639730789751640661e+00,1.735333992300041039e-01,-1.608517759990490736e+00,3.558581898390676401e-01,3.000000000000000000e+00
1.611408274733582280e-01,-5.408854236846869501e-01,-1.218841639482684203e+00,-6.693522675696819135e-01,1.593329945196977626e-01,4.468453100684344204e-01,6.233466556894876609e-01,-2.560401730364827433e-01,-7.168417711322144781e-01,-2.619512852249037405e+00,3.000000000000000000e+00
1.131046148061793044e+00,-3.216088325529331549e-01,-1.391123682815085694e+00,-1.197516094671603915e+00,2.945066179742331647e-01,-1.109960595745390632e+00,-2.574325587702926743e+00,1.431540104042757111e+00,-2.090623772099233779e+00,1.130201902725696650e+00,0.000000000000000000e+00
1.568504082689365475e+00,-3.387988329777411600e+00,-5.608887384640242058e-01,-1.930457160842621089e+00,3.179365115057311453e+00,-5.501941118996254154e-01,-2.970164833618841316e-01,-5.453084723394323596e-01,3.732901677600888313e-01,-9.054354290083241885e-01,3.000000000000000000e+00
1.065195429440649377e+00,7.188941132187920413e-02,-7.261604822348330934e-01,-3.432132556798224154e-01,9.944403870051079508e-01,-8.080557322246513241e-01,-3.245166664067854256e+00,1.114819074452495062e+00,-2.784730339138530297e+00,-1.855508459428318213e+00,0.000000000000000000e+00
-9.620461774566917423e-01,1.342107183739906784e-01,-7.789986291294954679e-01,2.446493352080202133e+00,2.268424930139506301e+00,-2.332432944407408115e+00,-3.810649183452183841e+00,2.386576179846020551e-01,-2.281192461182308229e+00,6.194977721614908228e-01,2.000000000000000000e+00
1.715457889527854274e+00,5.234372352743315027e-01,-1.662046685021572712e+00,-2.050915708728116460e+00,-1.371251591061275699e+00,4.211556348051193943e+00,3.972378492640569192e+00,-1.557891486298239592e+00,-2.136255098703690347e+00,-9.279021914356304634e-01,3.000000000000000000e+00
7.749648120435101983e-01,-2.492904184802156031e+00,-1.145611237407236471e+00,1.076800812400432905e+00,5.057889721275289574e+00,-1.666352042211286744e+00,-2.554879160733258381e+00,-1.384860742705535941e+00,-2.026567503751190991e+00,5.730852229147313792e-03,2.000000000000000000e+00
-1.862356092598923540e-01,-2.492986811518300705e+00,5.168481760082064280e-01,6.125893657604449816e-01,4.604429884290753172e+00,-4.750000583994978820e-01,-2.468011552647729534e+00,-6.925723591399186585e-01,-1.230556662976314053e+00,-1.880346433844581056e-01,2.000000000000000000e+00
1.939526236351807764e+00,8.616992668814693612e-01,-1.262210983780709839e+00,-6.438745469202336036e-01,-1.709222820893056216e+00,2.799812044950246159e-01,2.536144801703049012e+00,-1.011871450002488793e+00,3.788538476223529683e-01,4.474505821071473322e-01,1.000000000000000000e+00
6.021885577528698352e-01,3.929750842354769791e+00,8.955970054467032870e-01,6.039646174654355049e-01,-4.309803148451550214e+00,1.145108652458993515e+00,1.172102743399968450e+00,5.545952509835272437e-01,-1.210353426489788609e-01,1.131259939967977912e+00,0.000000000000000000e+00
7.614392910834919537e-01,3.986405288789506285e-01,-4.139557950609317194e-01,-2.608997343088959475e+00,-2.258115482923429340e+00,8.532453867047642415e-01,-3.217374330044837638e-01,2.003462507310875385e+00,-6.587557380269968288e-01,2.766567235412205061e-01,0.000000000000000000e+00
3.149778140020809580e+00,2.064371949803131656e+00,-9.287545790915431310e-01,1.769831597320449035e+00,-1.570164655151480515e+00,-2.212272755018952708e+00,2.558269777220642194e+00,-2.351779374957136515e+00,1.759742754894074501e+00,6.934652406143362313e-01,0.000000000000000000e+00
-1.500102754992791443e-01,-4.839677249303997453e-01,6.238385229592469106e-01,-7.083135432077947158e-01,-1.134033026909961439e+00,8.518058701966448876e-01,3.433952553839656918e+00,-9.010447556282402681e-01,2.997730888426785256e+00,-4.030855803415129279e-01,1.000000000000000000e+00
3.518324606420228040e+00,1.779655842374355146e+00,-4.954279737252852200e+00,-7.673378062870968463e+00,-9.462049305758702289e+00,3.443696626117175974e+00,7.220046392474658070e+00,2.026946745372493197e+00,4.006291953402500994e-01,-6.148215665180153389e-01,3.000000000000000000e+00
1.524388275254193070e+00,1.976882157633652604e-01,-2.609829128994318292e+00,-6.573837323732415472e-01,-1.006674097756749875e+00,1.847386254800597705e+00,4.632279236539615930e+00,-2.519118180752282665e+00,-4.464159602061803511e-01,1.030263773766512569e+00,3.000000000000000000e+00
1.210044747500767626e+00,1.511582960629052730e+00,-1.382615176952440184e+00,-3.348868019427246323e-01,-2.870179040921486457e+00,3.594207682255495806e-01,3.303791980385849314e+00,-9.137628359119778221e-01,9.170404487523069470e-01,-1.066407657980405377e+00,1.000000000000000000e+00
1.439903245105340623e-01,-3.713010159800384180e+00,-1.568462954946929999e+00,7.567415289547153590e-01,5.052931494943927682e+00,-2.166168304191649074e+00,-6.002281711046936197e-01,-1.998168159969569757e+00,2.373938520001199759e-01,-1.004230620706326516e+00,2.000000000000000000e+00
2.390047234249057073e+00,2.920479789847367780e+00,5.847126763684695749e-01,1.806514131269639112e+00,-9.930209874283296712e-01,-2.874614495731496744e-01,-3.162984766566211414e-01,-9.918611073373853060e-01,-1.231644100847481216e+00,1.223536183626258378e+00,0.000000000000000000e+00
-1.813412262056155466e+00,-8.397121426057707616e-02,-2.248297662775013972e+00,2.935236359660074346e+00,2.606678196441013284e+00,-1.571807316085063189e+00,-2.522929981101289076e+00,-7.757970274303448432e-01,-3.167250766761506409e+00,-1.093415889883260661e+00,2.000000000000000000e+00
4.310330485144900914e-01,-2.346863443947853956e+00,1.231541548502110395e+00,-7.769321130360903327e-01,4.379144378418994954e+00,9.061871141419198805e-01,-3.566962412766887969e+00,3.932321809965260151e-01,-2.603237623772953313e+00,-4.221372506255875040e-02,2.000000000000000000e+00
6.834687852035530309e-01,-3.118408435543489343e+00,-4.937148429078775935e-01,-5.969864795296059512e+00,-9.980609335479057043e-01,-1.932759626952875731e-01,-1.665596589056310028e+00,4.042520034231468884e+00,9.358314773078171278e-01,2.121317974501467862e+00,3.000000000000000000e+00
1.865893941790837118e-01,-2.318390200638318355e-01,-1.048906486747793299e+00,-1.085941656732793081e+00,-3.569713339515192541e-01,2.082423420228178834e-01,-4.724706767878377178e-01,7.406735493047790220e-01,-1.106357171256871608e+00,-8.965195469886912127e-02,3.000000000000000000e+00
1.921690521432259935e-01,-2.370916289523264275e+00,-4.046300002015958963e-01,3.460358996200466053e-01,4.097495040833282864e+00,7.843960100053219975e-01,-1.438029332602989985e-01,-1.871345374636644188e+00,-1.366529790791284338e+00,1.242447108036221159e+00,2.000000000000000000e+00
2.314719572253555846e+00,1.658638899818751122e+00,1.500452283890591154e+00,-1.542327411636544854e+00,-1.807132139727803288e+00,1.998828961475199950e+00,5.720985233909297446e-02,7.114714115479667811e-01,-9.302637354931639901e-01,1.733416148662480616e+00,0.000000000000000000e+00
6.563736187408057976e-01,-2.727199066190007848e+00,-1.815597520798223563e+00,1.227192386876875041e+00,4.287665423793178832e+00,-3.842915801240189388e+00,-2.254077398031176571e+00,-1.106078803629526153e+00,-8.280912821277353064e-02,8.115263993432585490e-03,2.000000000000000000e+00
-2.939702033557068273e+00,5.248796956373120715e-01,3.176368580285545917e+00,2.638686431810393973e+00,1.659356568374641405e+00,1.062579161473205636e+00,-1.718004740326053659e+00,-5.478448746811648284e-02,-4.910937589428066019e-02,-4.719410744152509607e-01,1.000000000000000000e+00
-7.284951476761876155e-01,-1.111661545983505084e+00,-2.757539590933044682e-01,2.064411346390286894e+00,3.747057658080573894e+00,-2.376527975127143755e+00,-4.158106384593335925e+00,2.772704957271776571e-02,-1.928161465030664878e+00,1.192629914021722692e+00,2.000000000000000000e+00
-7.636428261521603922e-01,-1.971995465322948116e+00,-2.626361668533549576e+00,8.261208784749762835e-01,2.637048466762800025e+00,-7.109518002716719298e-02,1.492256652257514249e+00,-2.229073079777537991e+00,-9.141579776051310668e-01,-7.531243612235420937e-01,2.000000000000000000e+00
8.914707138594324398e-02,-4.456633000457543847e-01,-5.916516406375269543e-01,-4.567465878061880979e-01,-1.438758436811904629e+00,8.055938796753774334e-01,5.091525050843287659e+00,-1.933311744242779184e+00,3.223046739829060758e+00,-1.217230390039723886e+00,1.000000000000000000e+00
-1.985602724060544499e-01,-2.642064731398633626e+00,-1.846883458253759214e+00,-1.507378668379308062e-01,1.616419401965691449e+00,8.319961150738819367e-01,5.460976623418461351e+00,-3.502453037344305020e+00,2.518291512691593681e+00,1.198168857437601709e+00,2.000000000000000000e+00
-6.063299552288332617e-01,-6.167582838349889851e-01,-1.148656536557097096e+00,-4.648930443274540636e+00,-2.336082931777777816e+00,2.855264802661838797e+00,-9.129847372284488616e-01,3.471679150693881333e+00,-2.489016532311114638e+00,4.924239116851053533e-02,0.000000000000000000e+00
-2.939078526507808986e-01,-8.394903539686915384e-01,-4.726790201727485430e-01,2.230493860699847009e-01,7.916416495850169266e-01,9.712059980387428570e-01,2.332083833136517903e+00,-1.656620598663126387e+00,6.299400913040942296e-01,-1.044172005243770407e+00,2.000000000000000000e+00
4.861112500975588446e+00,-1.266103174171860912e+00,-1.529066048981933434e+00,-5.763802023217411197e+00,-6.090128624145525471e-01,9.108414288550114035e-01,-1.861678000075077666e+00,2.425653525312204462e+00,-2.880709034638059052e+00,-6.737481354197761840e-01,3.000000000000000000e+00
9.026144268985749619e-01,-2.169693345800447482e+00,-3.717845634915334152e+00,6.967631640526611436e-01,2.251956888288454639e+00,-1.403370242193455075e+00,3.207729537232644645e+00,-3.324990251679565301e+00,5.254170855953004260e-01,-3.202377203964372199e-01,2.000000000000000000e+00
1.589047400792376274e+00,-2.245474610104793101e+00,1.419085089500021990e+00,-1.199449961836625889e+00,5.051863997110229931e+00,7.564189457232695091e-03,-6.444558647803271256e+00,1.568451838715284818e+00,-4.179586469100337709e+00,7.141217264628293426e-01,3.000000000000000000e+00
2.457103558277098809e+00,2.939218257132889534e-01,-4.614894844406927987e+00,-4.412513998293507100e+00,-5.812846990388774948e+00,2.052594692372808005e+00,8.344470644115990154e+00,-1.106346099572412367e+00,2.128492291614782594e+00,-5.385231559926081379e-01,3.000000000000000000e+00
2.809852267394760794e+00,2.181654151732994151e+00,-1.379478922598974533e+00,2.202971418534350523e+00,-2.755770430151109895e-01,-3.572360149503711391e+00,-1.985765222350879045e+00,-5.981404047925080736e-01,-1.204048206656610942e+00,6.781852500321707833e-01,0.000000000000000000e+00
2.943620869550313657e+00,2.565405890149025758e+00,-2.809938984321123989e+00,-1.635699119151702741e+00,-4.750969291989947330e+00,-9.179834713211536545e-01,1.791539730527509144e+00,7.166490842029933361e-01,-3.550688799750190139e-01,3.508847242254203858e-01,1.000000000000000000e+00
-2.237849765847175210e-01,-4.081491666603390689e-01,-1.365227515616782794e+00,-3.132245050548417620e+00,-2.552934807588008059e+00,2.108342062346408419e+00,2.319966851757569337e+00,1.113350625665121774e+00,7.984867765794834149e-02,5.347531235889193546e-01,3.000000000000000000e+00
3.051441924105824377e+00,1.005221690453989014e+00,-2.921943412863599931e+00,-3.108759426730878239e+00,-4.678929649315464623e+00,2.235432727699368627e+00,7.158677571033130960e+00,-1.635142859344426380e+00,1.573567619715349863e+00,-5.170894380973882765e-01,1.000000000000000000e+00
-1.581969946831440765e+00,1.134814067248346436e-01,-2.945261917365865401e+00,5.750078023869972244e-01,-2.491102286583571690e+00,2.426872389742726011e+00,8.865886636581418401e+00,-3.881429845164698023e+00,2.790812699428566468e+00,-1.511242259252309761e-01,2.000000000000000000e+00
4.230925109442218002e+00,-6.614565921601549547e-01,-2.381862237587761832e+00,-6.891758590006656249e+00,-3.476653491068435464e+00,3.862416048415565850e+00,3.464483065749300650e+00,1.211169989854385731e+00,-1.461912007250817158e+00,5.791341441875527685e-03,3.000000000000000000e+00
-9.159231897499002795e-01,5.479096588452581074e-02,-1.502732520468642585e-01,5.947310245448024224e-01,-1.420473078358924779e+00,6.763473275185806211e-01,4.650535038581266711e+00,-1.902627768148921650e+00,3.201805626857846754e+00,-5.399227827530400647e-01,1.000000000000000000e+00
1.336441211147423980e+00,1.218503451512387148e+00,-8.686940505349109998e-01,-8.687860304778042275e-01,-2.014153931280165732e+00,-1.020119080673245637e+00,-8.525299185886254794e-01,1.277630785316415496e+00,-5.567243501372157732e-01,2.553750279054491368e-01,0.000000000000000000e+00
1.674025143135827953e+00,-7.838921326756945751e-01,-2.636896292984604706e+00,-5.437801394662922227e+00,-4.145029661385436270e+00,5.848231678642296094e-01,2.160285800731990058e+00,2.467722949802378274e+00,8.419121171210874888e-01,-1.663719607834097669e-01,3.000000000000000000e+00
2.531158562076685214e-02,-9.812512320983020064e-01,-9.336305286988197949e-01,-2.364282135317388456e-01,-2.423400965082368463e-01,7.826151598522841368e-01,4.406001063695041076e+00,-2.179532157637593670e+00,2.316934489879567849e+00,-1.296706644187102020e+00,2.000000000000000000e+00
-1.106964141140460267e+00,1.499995063133400475e+00,2.132847851338959266e-02,-3.195986638276871350e+00,-5.549210104237232599e+00,1.300071741896741795e+00,1.011639610512567788e+00,3.449977551568250256e+00,1.209096273275449995e+00,7.724988191546835470e-01,0.000000000000000000e+00
-1.354389168262310150e+00,-6.659135422613390309e-01,-2.348765741498684001e+00,1.106212609852503137e+00,-2.318911465840988728e-01,1.629641405127024711e-01,4.544433691031520617e+00,-2.614965348580054805e+00,1.700626446214505538e+00,5.033002336096283891e-01,2.000000000000000000e+00
-2.751295968996312347e-01,-1.962091992391240325e+00,-3.062100696937632982e+00,7.048952468242445368e-01,9.534023318171216399e-01,4.594388682841057392e-01,6.627738104607004743e+00,-4.331562833694505343e+00,2.462051206230543521e+00,4.061093079645301529e-01,2.000000000000000000e+00
7.323664924805856069e-01,-2.105156575888340598e-01,1.187052263622099257e+00,-6.408701742366980092e-01,8.598126612159981974e-01,-6.815884225389250428e-01,-3.222628658274281133e+00,1.593140532393411579e+00,-9.746083977361559292e-01,8.149923975404468335e-01,1.000000000000000000e+00
1.880467622214265777e+00,8.511171660169356556e-01,-2.216384057028742971e-01,-1.587988674273611789e+00,-4.202766825780534510e-01,1.614413740195056235e+00,-1.565186040788199451e+00,9.996504683366679300e-01,-3.207829617148521884e+00,-4.662684751427173535e-01,0.000000000000000000e+00
-8.009827421409705384e-01,-6.949473262067016321e-01,-1.659149055296280650e-01,-7.865783375756112139e-02,1.079112305622052403e+00,3.965320051608828278e-01,-9.829057758173617154e-01,2.881703434865230395e-01,-1.062436176181617231e+00,-1.436617543978136791e+00,3.000000000000000000e+00
-8.422970241767280264e-01,-5.195394571899907277e-01,-1.962071077420601828e+00,1.450920669873169144e-01,-1.277612488447139594e+00,2.561533741673295950e+00,7.765317092765209317e+00,-3.707693872178513761e+00,2.541148728254770894e+00,2.643326859860841704e-01,2.000000000000000000e+00
-6.112530173342523021e-02,2.181285115785495110e-01,6.016257738719339443e-01,3.985299624777358107e-01,-3.228987118759494290e-01,-1.488274686236894073e+00,-9.325710003567766471e-01,6.349739724311831424e-01,1.110892924377915092e+00,-1.771318299427935727e+00,1.000000000000000000e+00
1.536780945215525662e+00,1.786197992259921818e+00,-7.158626868596174031e-01,-3.848725900939499178e-01,-2.018965433348587357e+00,6.859444579600094682e-01,8.485046213130993387e-01,-5.247358691942960451e-02,-1.061640550763595758e+00,-1.846342834067631750e-02,1.000000000000000000e+00
1.396390402102954065e+00,1.152382891064457349e-01,-1.983674857921197354e+00,-1.228191542218899368e+00,-1.509410376441856716e+00,-2.001673159807944025e+00,-3.517206519654789143e-01,9.925208806611253154e-01,1.395248468821930210e-01,-2.289227500553800421e-01,3.000000000000000000e+00
1.128455180032156946e+00,2.363832153879559250e+00,-9.352204252973059795e-01,2.969946718658541318e+00,-2.778404694367445638e-01,-3.391499576580671249e+00,-2.440881881845021972e+00,-2.429744932509951827e-01,-1.190536121914804957e+00,8.126265427357057813e-01,0.000000000000000000e+00
-2.265159531569088891e+00,-1.148246979169802007e+00,6.320977012413551144e-01,1.312626637896791681e+00,2.510895312613621311e+00,-1.267760252917669028e-01,-1.977929374450831279e+00,9.364886103535086104e-02,-7.758511022472447394e-01,1.026463845157363330e+00,3.000000000000000000e+00
1.475413862672819487e+00,-3.964002275344528314e+00,-8.535331142662304638e-01,-1.763555921399176663e-01,4.766191911943640669e+00,-1.464785404239694611e+00,9.152207740842964734e-01,-2.560722939697942735e+00,1.414128136090630594e+00,1.418741663165190015e-01,2.000000000000000000e+00
7.553526974861523025e-01,-2.715690788511898823e+00,1.650917604059150445e+00,-4.267788474435816326e+00,2.378962469967216720e+00,2.515748760351779190e+00,-3.891797026658982084e+00,2.881481156653735276e+00,-2.751104557992607447e+00,-3.233334838569421055e-01,3.000000000000000000e+00
2.480997143158236717e-01,1.035739885601083321e+00,7.693784550543696366e-01,8.535569948065717671e-01,-1.005016065314999318e+00,-1.020307111116524723e+00,1.193976064582021462e-01,1.374298029046672198e-02,1.318393240843920289e+00,5.767339555189059386e-01,1.000000000000000000e+00
-9.765319849288320864e-01,-1.092621027007243839e+00,-7.456160142095616949e-01,1.960305990040759783e+00,3.290932998335857285e+00,-7.875132851068253892e-01,-1.587105988872267615e+00,-1.182707217609224148e+00,-1.661662352492962125e+00,-1.973673998297627463e+00,2.000000000000000000e+00
-2.323971828395139383e-01,1.311083434077470633e+00,-1.576813913473153583e+00,-5.832440758532771996e-01,-2.912182117093377709e+00,-2.138524013681880387e+00,-1.343043082929548993e+00,2.233833783099593795e+00,-3.474795574549172095e-02,-6.830439468006382908e-01,0.000000000000000000e+00
9.982953462245351961e-01,1.002966291745447824e+00,-4.244935964851205279e-01,-1.310427678425041487e+00,-1.911200943871004920e+00,4.489450241310258827e-01,-1.277884725975882152e-01,1.082893968738090074e+00,-7.654544253714956614e-01,2.112379524991810253e+00,1.000000000000000000e+00
-1.612113241141464481e+00,4.233832896181666250e-01,-1.075021057265757252e+00,2.119007816574328906e+00,1.076733030101382660e+00,-2.096919815777701368e-01,-7.041541845429919455e-01,-7.651978286445884070e-01,-1.746758725634351084e+00,1.613137512351358327e-01,2.000000000000000000e+00
1.386589177713250853e+00,2.499108056269899736e-01,-1.121206741423494968e+00,-1.027421403134089362e+00,-1.287894902547142006e-01,-3.767942717675276665e-01,-1.813652480924627941e+00,9.986206527961807300e-01,-2.164219208007887030e+00,-2.485188709322681266e-01,0.000000000000000000e+00
2.486696442221898451e+00,2.211006305685747630e+00,-5.543227436606905645e-01,2.463479501042395547e+00,-9.664941449442197019e-01,-4.136823763688287414e+00,-9.067089581537682852e-01,-7.586882339644600570e-01,1.024345929251714526e+00,3.602546836135913089e-01,0.000000000000000000e+00
-5.883867836506311289e-01,7.145210880291008593e-02,-1.202257111983446425e+00,-3.030850982270972160e+00,-2.796829589908865099e+00,1.774813765350851114e+00,7.205497337770347954e-01,2.115699053941283658e+00,-7.591766228787298898e-01,-1.466836933657630127e+00,0.000000000000000000e+00
7.602080581258107150e-01,-2.164047247977869404e+00,2.651791917852444058e-01,3.668802580627564258e-01,4.410172678556891768e+00,1.160344022608744696e+00,-5.135611269883549879e-01,-1.956198820011828321e+00,-1.706278573957394684e+00,-1.559462807073828949e-01,3.000000000000000000e+00
9.564082592474157929e-01,4.304834347198852607e-01,-9.217312229544514235e-01,-1.491995835356214828e+00,-3.033703617485934423e+00,1.275829921265929645e-01,3.720438243076401363e+00,-3.170584766692624568e-01,2.580233320281996257e+00,1.640016465408617174e-01,1.000000000000000000e+00
-1.954586552397332255e+00,1.870213188102276547e-02,-1.985809911100167025e-02,2.208307196985490162e+00,1.623501943513294687e+00,-9.710917271796505323e-01,-1.989374860049205829e+00,-8.228479158766610624e-02,-1.038212213313921994e+00,-5.997131142602981496e-02,2.000000000000000000e+00
-5.406205833718977782e-01,-1.182812509932739786e+00,1.045965973206990363e-01,-1.467507956636493693e+00,-2.237585432943956842e+00,2.218396076817554796e+00,7.900449456768793510e+00,-2.411314604738757250e+00,5.466088942315598942e+00,9.278480111231780514e-01,1.000000000000000000e+00
3.705940332312044561e+00,-1.483269385158690890e-01,-1.474633142033665800e+00,-4.853767920803591096e+00,-1.485991652032778942e+00,6.273788562297994975e-01,-2.807447011317700802e+00,3.146278124532128739e+00,-3.437684642367792254e+00,-1.287248406773207954e+00,3.000000000000000000e+00
-4.351836157086255152e-01,-5.753281141996713366e-02,7.964256080536542548e-01,3.659422128823054954e-01,-5.542576434728262863e-02,3.038693491956899972e+00,4.444847050514979081e+00,-2.515885460507680804e+00,1.321976490656597170e+00,1.213451803893928815e+00,1.000000000000000000e+00
-3.027070580583134385e-01,-7.469831798858530547e-01,-2.603441988940017326e-01,2.165299156754475263e+00,2.603664008914723826e+00,-2.589719852473421291e+00,-2.048394898125540653e+00,-7.361150767441103637e-01,-8.378100351003237023e-02,-1.047127213042632565e+00,2.000000000000000000e+00
-1.917838836255933987e+00,2.061072458227424242e+00,1.883943717082809943e-01,2.566412966904434878e+00,6.375387381142393339e-01,1.836059937466449909e-02,-4.174216082170133291e+00,1.104765999908103424e+00,-4.070658104364900609e+00,-8.164761376364770840e-01,2.000000000000000000e+00
4.604960150894145343e+00,1.796594912250792042e+00,-2.976381080782163346e-01,1.015920899050698045e+00,3.936580635350681034e-01,-1.121296405992021850e+00,-3.588876588728300288e-01,-1.748970209676981469e+00,-1.478653440587541557e+00,-7.184121493467545694e-01,0.000000000000000000e+00
-1.984668185611457414e+00,1.208275021525716753e+00,-8.415281332122115376e-01,2.202067833192622004e+00,-7.009755968021786909e-01,7.559347736728261324e-02,1.198314854313919042e+00,-9.709711803937297603e-01,-1.667856563544295456e-01,9.833154236784108493e-01,2.000000000000000000e+00
1.680815518902304628e+00,4.450542317420824734e-01,-2.456081889804766050e+00,-3.586987467186573686e-01,-6.372371118204058771e-01,5.530742963932994138e-01,2.189793561209980588e+00,-1.478772240060012955e+00,-1.257856595144700496e+00,1.587881018966647684e+00,3.000000000000000000e+00
-2.349626567230742591e-01,2.042318215651985902e-01,-5.672217791138172149e-01,-1.180489576082049297e+00,-3.132213077127596446e+00,1.064321291789974033e+00,5.239797818920375327e+00,-9.157903762662620295e-01,3.486820342464727940e+00,9.315588096271182339e-01,1.000000000000000000e+00
1.332675568128469656e+00,1.034504696424951575e-01,-1.146803357301105830e+00,-2.334347771406290128e+00,-1.902403426073538073e+00,-4.964942552737472425e-02,1.120982637656799813e-01,1.365937207673181941e+00,-2.690400942126962569e-01,-2.104378132233438503e+00,0.000000000000000000e+00
-5.509252834231737062e-01,1.076327902454530250e-01,-9.359494635972366305e-01,1.486707990355782272e+00,7.626647595012914227e-01,-9.090301855501505823e-01,-1.330804259333808193e-01,-8.234439377936882964e-01,-4.553519150588993813e-01,1.029427636009832447e+00,2.000000000000000000e+00
-1.242441910626665091e+00,5.091654960413567466e-01,2.415463757815083934e-01,2.736221678490094456e-01,-5.930169721675923045e-01,1.928792598564088134e+00,1.403166483737869674e+00,-4.394922183329912357e-01,-3.429010991842917910e-01,1.890404247180821340e+00,1.000000000000000000e+00
5.061968430392382867e-01,-2.187410107968716488e+00,9.945430337189511416e-01,-6.142449640372636965e-01,4.265667878863377283e+00,1.404016273133303461e+00,-2.658632541602719890e+00,-2.030238678799196617e-01,-2.655552372804461214e+00,-1.566937848508394016e+00,3.000000000000000000e+00
3.098088849300979053e+00,1.711010271699008101e+00,-7.438285044505525967e-01,1.239932138063452705e+00,3.749667564614683757e-01,-2.042830053479577579e+00,-2.313135726385842972e+00,-3.818980053408584929e-01,-2.177307337199784421e+00,3.341254700764646479e-01,0.000000000000000000e+00
3.173201071419384789e-01,-3.909169429320336508e+00,-8.985893627294645469e-01,1.019518641615133392e+00,6.578569642228771386e+00,-2.496979765269904838e+00,-3.373552331114443525e+00,-1.278688239884742561e+00,-1.381434705365220506e+00,1.277640364161634068e-01,2.000000000000000000e+00
-2.451982947910158916e+00,-3.958373320144943364e-01,2.695232358999157807e+00,3.058303415652279700e+00,2.843465413201609504e+00,7.540943479066580801e-01,-2.799399558975164126e-01,-1.602972522820625301e+00,8.038638384393288483e-01,-8.387216291795451806e-01,1.000000000000000000e+00
2.226002667354443076e-02,4.809511148062708408e-01,-1.633572165797418041e+00,-1.806621890799171792e+00,-2.588529264411253639e+00,-4.159429293326718513e-01,-2.454288732716213006e-02,1.802610511756273404e+00,-2.478236529687756207e-01,1.345190575806524125e+00,0.000000000000000000e+00
3.763537748600183974e+00,1.218458054583305472e+00,-2.572657185381595824e+00,-2.410121895498567479e+00,-4.026245311714417241e+00,1.530247015547421707e+00,6.501339172453293180e+00,-2.008811102133556847e+00,1.493318416814625182e+00,3.656102753993679122e-01,1.000000000000000000e+00
2.998486843541686708e-01,1.331933403868846399e+00,-5.589874789633588748e-01,-1.643676878000091268e-01,-1.434503801255291977e+00,-8.244044259267875319e-01,-1.891419271910286692e+00,1.527070850959583170e+00,-1.360209449785690472e+00,-1.626692815436529660e+00,0.000000000000000000e+00
-7.410801313158763559e-01,-2.373698161868090573e+00,1.433358272899639463e+00,-4.748055348281515209e-01,4.042390143132934099e+00,2.015129403118056217e+00,-1.883904558520282047e+00,-2.318070022125617857e-01,-1.883588131802546695e+00,-1.296840345198338129e+00,3.000000000000000000e+00
2.107294234841449843e+00,2.331671003246131857e+00,-1.544897018679588285e+00,-1.025763749709340367e+00,-3.501445003265945211e+00,-1.183044273690017967e+00,-4.709456089520942523e-01,1.461287682555018286e+00,-9.012550792730775751e-01,-1.035981855435105903e+00,1.000000000000000000e+00
1.377515230974909910e+00,8.366331332181058400e-01,-1.266714407109955864e+00,-1.493995215898194395e+00,-1.267251758069936507e+00,6.398455462071230837e-01,-8.394649931193867154e-01,1.062530658296155339e+00,-2.345140177138326010e+00,-1.682789631891737914e-01,0.000000000000000000e+00
2.540441596235779809e+00,3.489138388778548761e-01,-3.074625154829900175e+00,-3.673123263130964600e-01,-5.064317822926723833e-01,-2.482559728538602961e+00,-5.493868090770452906e-01,-1.326566167289298104e-01,-1.248786623526065842e+00,1.239228966858615832e+00,0.000000000000000000e+00
2.811466525081873336e+00,2.944801141529598265e+00,-3.516907227745808218e+00,-2.423470342858855986e+00,-5.989302262342483196e+00,1.062714445449743028e+00,4.030521975497533660e+00,2.203037334596460450e-01,-7.505222269688600623e-01,5.898347268406651384e-02,1.000000000000000000e+00
-6.015269717212723410e-02,-1.810296367341470924e+00,-1.290223935435240721e+00,6.749109560706361144e-01,3.047404773430937297e+00,1.477073155446431141e-01,4.627640836390989332e-01,-1.885780370125607064e+00,-1.043825435766981391e+00,9.081603683916211756e-01,2.000000000000000000e+00
1.745777788939591346e+00,-1.933129636064903734e+00,-3.590104111647487439e-01,-1.617202524314476086e-01,2.954148084728982493e+00,-1.266588982633712668e+00,-8.097349755121359127e-01,-1.058370213141976546e+00,-7.003164843628395531e-02,3.616892664301183391e-01,2.000000000000000000e+00
